"","target name","taccession","query name","qaccession","E-value","score","bias","dom E-value","dom score","dom bias","exp","reg","clu","ov","env","dom","rep","inc","Assembly"
"51","DBBD01000128.1_23","-","TIGR01079","TIGR01079",6.3e-34,113.3,1.3,7.2e-34,113.1,1.3,1,1,0,0,1,1,1,1,"DBBD"
"65","DBCA01000119.1_24","-","TIGR01079","TIGR01079",5e-31,103.2,8.3,5.5e-31,103.1,8.3,1,1,0,0,1,1,1,1,"DBCA"
"79","DBCY01000165.1_37","-","TIGR01079","TIGR01079",9.2e-35,116.5,5.4,1.1e-34,116.2,5.4,1,1,0,0,1,1,1,1,"DBCY"
"137","DBDL01000195.1_4","-","TIGR01079","TIGR01079",1.9e-29,99.3,14.5,2.2e-29,99.2,14.5,1,1,0,0,1,1,1,1,"DBDL"
"163","DBEH01000010.1_19","-","TIGR01079","TIGR01079",4.7e-38,126.3,3.1,5.2e-38,126.2,3.1,1,1,0,0,1,1,1,1,"DBEH"
"177","DBEP01000052.1_26","-","TIGR01079","TIGR01079",3.1e-33,112.4,11.3,3.5e-33,112.3,11.3,1,1,0,0,1,1,1,1,"DBEP"
"191","DBFV01000003.1_13","-","TIGR01079","TIGR01079",6.6e-38,127,8.5,7.3e-38,126.8,8.5,1,1,0,0,1,1,1,1,"DBFV"
"220","DBGC01000024.1_75","-","TIGR01079","TIGR01079",6.9e-36,120.7,7.3,7.8e-36,120.6,7.3,1,1,0,0,1,1,1,1,"DBGC"
"234","DBIE01000124.1_30","-","TIGR01079","TIGR01079",3.6e-36,121,10.8,4e-36,120.8,10.8,1,1,0,0,1,1,1,1,"DBIE"
"249","DBIU01000092.1_19","-","TIGR01079","TIGR01079",1.6e-29,99.1,7.1,9.4e-29,96.6,7.1,1.8,1,1,0,1,1,1,1,"DBIU"
"272","DBJE01000013.1_315","-","TIGR01079","TIGR01079",1.8e-36,120.9,12.3,2e-36,120.8,12.3,1,1,0,0,1,1,1,1,"DBJE"
"286","DBJF01000009.1_104","-","TIGR01079","TIGR01079",1.8e-36,120.9,12.3,1.9e-36,120.8,12.3,1,1,0,0,1,1,1,1,"DBJF"
"314","DBJP01000039.1_26","-","TIGR01079","TIGR01079",8.1e-30,99.6,9.1,8.1e-30,99.6,9.1,1.5,2,0,0,2,2,1,1,"DBJP"
"336","DBJX01000030.1_29","-","TIGR01079","TIGR01079",3.5e-34,113.6,8.9,3.5e-34,113.6,8.9,1.5,2,0,0,2,2,1,1,"DBJX"
"382","DBKN01000048.1_29","-","TIGR01079","TIGR01079",7e-36,119.5,7,7.7e-36,119.3,7,1,1,0,0,1,1,1,1,"DBKN"
"396","DBKT01000012.1_73","-","TIGR01079","TIGR01079",2.1e-31,104.7,7.7,2.3e-31,104.5,7.7,1,1,0,0,1,1,1,1,"DBKT"
"442","DBLD01000013.1_18","-","TIGR01079","TIGR01079",8.9e-34,111.6,4.6,9.8e-34,111.5,4.6,1,1,0,0,1,1,1,1,"DBLD"
"457","DBLR01000013.1_126","-","TIGR01079","TIGR01079",4.2e-42,139.7,9.2,4.6e-42,139.6,9.2,1,1,0,0,1,1,1,1,"DBLR"
"486","DBMJ01000012.1_42","-","TIGR01079","TIGR01079",1.8e-38,128.5,9.7,2e-38,128.3,9.7,1,1,0,0,1,1,1,1,"DBMJ"
"500","DBNY01000055.1_14","-","TIGR01079","TIGR01079",3e-22,74.8,13.8,3.2e-22,74.7,13.8,1,1,0,0,1,1,1,1,"DBNY"
"519","DBON01000103.1_27","-","TIGR01079","TIGR01079",1.7e-28,95.7,7.3,2.1e-28,95.4,7.3,1,1,0,0,1,1,1,1,"DBON"
"533","DBOO01000028.1_32","-","TIGR01079","TIGR01079",9.5e-33,109.3,6,1e-32,109.2,6,1,1,0,0,1,1,1,1,"DBOO"
"559","DBOV01000090.1_12","-","TIGR01079","TIGR01079",7.8e-34,112.7,11.8,8.6e-34,112.5,11.8,1,1,0,0,1,1,1,1,"DBOV"
"573","DBOW01000119.1_24","-","TIGR01079","TIGR01079",3.5e-26,88.4,9.6,4e-26,88.2,9.6,1,1,0,0,1,1,1,1,"DBOW"
"587","DBPD01000064.1_23","-","TIGR01079","TIGR01079",2.9e-34,114.2,9.9,3.3e-34,114.1,9.9,1,1,0,0,1,1,1,1,"DBPD"
"601","DBPF01000147.1_13","-","TIGR01079","TIGR01079",2.5e-31,105.1,7.2,2.8e-31,105,7.2,1,1,0,0,1,1,1,1,"DBPF"
"629","DBPK01000020.1_10","-","TIGR01079","TIGR01079",1.9e-37,124.2,10.9,2.1e-37,124.1,10.9,1,1,0,0,1,1,1,1,"DBPK"
"643","DBPP01000033.1_19","-","TIGR01079","TIGR01079",2.4e-34,114.9,5.1,2.7e-34,114.8,5.1,1,1,0,0,1,1,1,1,"DBPP"
"657","DBPX01000022.1_124","-","TIGR01079","TIGR01079",2.6e-35,117.5,5.2,2.9e-35,117.3,5.2,1,1,0,0,1,1,1,1,"DBPX"
"671","DBQB01000017.1_57","-","TIGR01079","TIGR01079",2.9e-37,124.3,3.9,3.4e-37,124.1,3.9,1,1,0,0,1,1,1,1,"DBQB"
"685","DBQC01000006.1_91","-","TIGR01079","TIGR01079",1.6e-35,118.2,5,1.8e-35,118.1,5,1,1,0,0,1,1,1,1,"DBQC"
"700","DBQM01000019.1_62","-","TIGR01079","TIGR01079",1.7e-28,96,4.3,3.3e-28,95.1,4.3,1.4,1,1,0,1,1,1,1,"DBQM"
"728","DBQQ01000052.1_106","-","TIGR01079","TIGR01079",2.3e-29,99.1,9.2,2.8e-29,98.8,9.2,1.1,1,0,0,1,1,1,1,"DBQQ"
"742","DBQR01000037.1_19","-","TIGR01079","TIGR01079",3.8e-25,84.9,3.6,4.5e-25,84.7,3.6,1.1,1,0,0,1,1,1,1,"DBQR"
"756","DBQV01000016.1_8","-","TIGR01079","TIGR01079",6.8e-36,119.6,11.1,7.6e-36,119.5,11.1,1,1,0,0,1,1,1,1,"DBQV"
"783","DBRE01000082.1_27","-","TIGR01079","TIGR01079",4e-39,130.3,3,4.4e-39,130.2,3,1,1,0,0,1,1,1,1,"DBRE"
"797","DBRF01000011.1_101","-","TIGR01079","TIGR01079",7.2e-37,122.3,5.4,8.1e-37,122.2,5.4,1,1,0,0,1,1,1,1,"DBRF"
"811","DBRM01000062.1_31","-","TIGR01079","TIGR01079",2.2e-38,127.7,4.7,2.4e-38,127.6,4.7,1,1,0,0,1,1,1,1,"DBRM"
"825","DBRT01000015.1_17","-","TIGR01079","TIGR01079",7.9e-37,121.8,9.3,8.6e-37,121.7,9.3,1,1,0,0,1,1,1,1,"DBRT"
"839","DBRU01000099.1_20","-","TIGR01079","TIGR01079",4.7e-36,120.3,4.2,5.1e-36,120.1,4.2,1,1,0,0,1,1,1,1,"DBRU"
"853","DBSD01000146.1_15","-","TIGR01079","TIGR01079",8.3e-28,94.4,12.7,9.5e-28,94.2,12.7,1,1,0,0,1,1,1,1,"DBSD"
"867","DBSM01000035.1_27","-","TIGR01079","TIGR01079",8.5e-28,94.4,12.7,9.8e-28,94.2,12.7,1,1,0,0,1,1,1,1,"DBSM"
"892","DBTM01000037.1_21","-","TIGR01079","TIGR01079",1.4e-31,106.7,9,1.6e-31,106.5,9,1,1,0,0,1,1,1,1,"DBTM"
"906","DBTU01000044.1_24","-","TIGR01079","TIGR01079",4.1e-29,99,11.5,4.7e-29,98.8,11.5,1,1,0,0,1,1,1,1,"DBTU"
"920","DBTX01000068.1_51","-","TIGR01079","TIGR01079",1.1e-35,119.8,3.7,1.2e-35,119.6,3.7,1,1,0,0,1,1,1,1,"DBTX"
"986","DBVV01000049.1_26","-","TIGR01079","TIGR01079",2.1e-30,102.2,8.7,2.3e-30,102,8.7,1,1,0,0,1,1,1,1,"DBVV"
"1023","DBWF01000030.1_27","-","TIGR01079","TIGR01079",5.6e-30,99.1,4.1,7.6e-30,98.7,4.1,1.3,1,1,0,1,1,1,1,"DBWF"
"1042","DBWH01000001.1_32","-","TIGR01079","TIGR01079",3.9e-36,120.1,10.6,4.4e-36,119.9,10.6,1,1,0,0,1,1,1,1,"DBWH"
"1057","DBWI01000009.1_28","-","TIGR01079","TIGR01079",4.3e-37,122.7,9.4,4.3e-37,122.7,9.4,2,1,1,1,2,2,1,1,"DBWI"
"1072","DBWJ01000003.1_21","-","TIGR01079","TIGR01079",1.5e-32,109,9.4,1.6e-32,108.9,9.4,1,1,0,0,1,1,1,1,"DBWJ"
"1130","DBWT01000064.1_4","-","TIGR01079","TIGR01079",4.2e-27,90.9,4.9,5.3e-27,90.6,4.9,1.2,1,0,0,1,1,1,1,"DBWT"
"1169","DBXA01000109.1_25","-","TIGR01079","TIGR01079",5.9e-36,120.4,11.2,6.8e-36,120.2,11.2,1,1,0,0,1,1,1,1,"DBXA"
"1203","DBXM01000010.1_13","-","TIGR01079","TIGR01079",9.2e-37,122.6,8.3,1e-36,122.5,8.3,1,1,0,0,1,1,1,1,"DBXM"
"1218","DBXS01000018.1_28","-","TIGR01079","TIGR01079",2.3e-27,92.1,3,2.6e-27,92,3,1,1,0,0,1,1,1,1,"DBXS"
"1234","DBXX01000032.1_17","-","TIGR01079","TIGR01079",6.4e-27,91,9.4,7.4e-27,90.8,9.4,1,1,0,0,1,1,1,1,"DBXX"
"1261","DBYE01000088.1_34","-","TIGR01079","TIGR01079",1.3e-27,93.1,9,1.7e-27,92.7,9,1.2,1,0,0,1,1,1,1,"DBYE"
"1275","DBYF01000025.1_44","-","TIGR01079","TIGR01079",5.8e-37,123.3,7.4,6.8e-37,123,7.4,1,1,0,0,1,1,1,1,"DBYF"
"1291","DBYK01000001.1_393","-","TIGR01079","TIGR01079",2.1e-26,88.3,11.4,2.9e-26,87.8,11.4,1.2,1,0,0,1,1,1,1,"DBYK"
"1305","DBYX01000001.1_38","-","TIGR01079","TIGR01079",1.5e-32,109.1,11.7,1.7e-32,109,11.7,1,1,0,0,1,1,1,1,"DBYX"
"1319","DBZN01000072.1_18","-","TIGR01079","TIGR01079",3.8e-41,136.6,5.4,4.1e-41,136.4,5.4,1,1,0,0,1,1,1,1,"DBZN"
"1345","DCCX01000005.1_77","-","TIGR01079","TIGR01079",1e-33,111.6,4.6,1.1e-33,111.5,4.6,1,1,0,0,1,1,1,1,"DCCX"
"1359","DCDB01000086.1_21","-","TIGR01079","TIGR01079",5.2e-36,120.6,11.2,5.8e-36,120.5,11.2,1,1,0,0,1,1,1,1,"DCDB"
"1373","DCDC01000216.1_13","-","TIGR01079","TIGR01079",2.3e-33,111.6,12,2.6e-33,111.5,12,1,1,0,0,1,1,1,1,"DCDC"
"1387","DCDL01000027.1_38","-","TIGR01079","TIGR01079",7.1e-38,127,8.5,7.8e-38,126.8,8.5,1,1,0,0,1,1,1,1,"DCDL"
"1426","DCDV01000022.1_16","-","TIGR01079","TIGR01079",6.7e-32,106.4,2.9,7.7e-32,106.2,2.9,1,1,0,0,1,1,1,1,"DCDV"
"1440","DCDW01000034.1_43","-","TIGR01079","TIGR01079",9.8e-36,119.4,9.8,1.1e-35,119.2,9.8,1,1,0,0,1,1,1,1,"DCDW"
"1457","DCDZ01000021.1_36","-","TIGR01079","TIGR01079",6.5e-33,110.4,10.2,7.3e-33,110.3,10.2,1,1,0,0,1,1,1,1,"DCDZ"
"1472","DCED01000130.1_28","-","TIGR01079","TIGR01079",2.9e-37,124.2,8,3.2e-37,124,8,1,1,0,0,1,1,1,1,"DCED"
"1486","DCEF01000020.1_220","-","TIGR01079","TIGR01079",6.7e-37,122.6,7.1,7.6e-37,122.4,7.1,1,1,0,0,1,1,1,1,"DCEF"
"1500","DCEI01000023.1_158","-","TIGR01079","TIGR01079",4.4e-36,120.3,7.2,5e-36,120.1,7.2,1,1,0,0,1,1,1,1,"DCEI"
"1514","DCEX01000013.1_34","-","TIGR01079","TIGR01079",4.3e-36,120.4,5.9,4.7e-36,120.3,5.9,1,1,0,0,1,1,1,1,"DCEX"
"1531","DCFA01000005.1_32","-","TIGR01079","TIGR01079",4.9e-32,106.9,6.9,5.4e-32,106.8,6.9,1,1,0,0,1,1,1,1,"DCFA"
"1545","DCFC01000035.1_86","-","TIGR01079","TIGR01079",7.9e-39,129.3,6.7,8.8e-39,129.1,6.7,1,1,0,0,1,1,1,1,"DCFC"
"1559","DCFN01000025.1_198","-","TIGR01079","TIGR01079",2.3e-38,127.9,11.4,2.5e-38,127.8,11.4,1,1,0,0,1,1,1,1,"DCFN"
"1573","DCFR01000086.1_30","-","TIGR01079","TIGR01079",3.3e-39,130.6,7.5,3.7e-39,130.4,7.5,1,1,0,0,1,1,1,1,"DCFR"
"1587","DCFU01000005.1_76","-","TIGR01079","TIGR01079",2.4e-38,128.3,7.5,2.7e-38,128.1,7.5,1,1,0,0,1,1,1,1,"DCFU"
"1601","DCFY01000004.1_19","-","TIGR01079","TIGR01079",2.2e-36,120.7,7.4,2.5e-36,120.6,7.4,1,1,0,0,1,1,1,1,"DCFY"
"1669","DCGL01000010.1_44","-","TIGR01079","TIGR01079",1.2e-26,90,6.9,1.6e-26,89.6,6.9,1.2,1,0,0,1,1,1,1,"DCGL"
"1732","DCGS01000012.1_16","-","TIGR01079","TIGR01079",1e-31,105.9,6.9,1.2e-31,105.7,6.9,1,1,0,0,1,1,1,1,"DCGS"
"1746","DCGT01000022.1_6","-","TIGR01079","TIGR01079",4e-33,110.1,5.8,4.8e-33,109.9,5.8,1,1,0,0,1,1,1,1,"DCGT"
"1760","DCGU01000002.1_32","-","TIGR01079","TIGR01079",2.6e-33,111.3,6.8,2.9e-33,111.2,6.8,1,1,0,0,1,1,1,1,"DCGU"
"1774","DCGW01000070.1_28","-","TIGR01079","TIGR01079",2.3e-38,127.2,9,2.5e-38,127.1,9,1,1,0,0,1,1,1,1,"DCGW"
"1821","DCHD01000004.1_38","-","TIGR01079","TIGR01079",3.9e-35,117,8.1,4.3e-35,116.8,8.1,1,1,0,0,1,1,1,1,"DCHD"
"1840","DCHF01000001.1_126","-","TIGR01079","TIGR01079",2.7e-33,111.8,12.8,3e-33,111.6,12.8,1,1,0,0,1,1,1,1,"DCHF"
"1882","DCHM01000022.1_6","-","TIGR01079","TIGR01079",2.2e-24,82.3,3.2,2.5e-24,82.1,3.2,1,1,0,0,1,1,1,1,"DCHM"
"1896","DCHO01000004.1_49","-","TIGR01079","TIGR01079",1.5e-38,128.5,1.2,1.7e-38,128.4,1.2,1,1,0,0,1,1,1,1,"DCHO"
"1916","DCHU01000026.1_49","-","TIGR01079","TIGR01079",3.8e-29,97.7,7.3,4.3e-29,97.5,7.3,1,1,0,0,1,1,1,1,"DCHU"
"1930","DCHW01000016.1_24","-","TIGR01079","TIGR01079",9.6e-34,112.5,12.7,1.1e-33,112.4,12.7,1,1,0,0,1,1,1,1,"DCHW"
"1944","DCHX01000021.1_41","-","TIGR01079","TIGR01079",6.2e-30,99.8,8.1,1.4e-29,98.7,8.1,1.5,1,1,0,1,1,1,1,"DCHX"
"1958","DCHY01000029.1_40","-","TIGR01079","TIGR01079",7.9e-30,99.4,9,8.8e-30,99.2,9,1,1,0,0,1,1,1,1,"DCHY"
"1972","DCHZ01000023.1_14","-","TIGR01079","TIGR01079",8.9e-39,128.5,10,9.7e-39,128.4,10,1,1,0,0,1,1,1,1,"DCHZ"
"1986","DCIA01000008.1_43","-","TIGR01079","TIGR01079",1.4e-36,121.3,10.2,1.5e-36,121.2,10.2,1,1,0,0,1,1,1,1,"DCIA"
"2000","DCIE01000019.1_69","-","TIGR01079","TIGR01079",7.2e-31,103.5,9.4,1.5e-30,102.5,9.4,1.5,1,1,0,1,1,1,1,"DCIE"
"2014","DCII01000054.1_42","-","TIGR01079","TIGR01079",7.6e-36,119.5,8.9,8.9e-36,119.2,8.9,1,1,0,0,1,1,1,1,"DCII"
"2029","DCIK01000020.1_27","-","TIGR01079","TIGR01079",2.2e-34,114.5,3.6,2.4e-34,114.4,3.6,1,1,0,0,1,1,1,1,"DCIK"
"2046","DCIT01000054.1_22","-","TIGR01079","TIGR01079",1.6e-31,104.5,12.5,1.8e-31,104.4,12.5,1,1,0,0,1,1,1,1,"DCIT"
"2060","DCJA01000033.1_27","-","TIGR01079","TIGR01079",6e-35,116.6,10.5,6.7e-35,116.5,10.5,1,1,0,0,1,1,1,1,"DCJA"
"2074","DCJD01000010.1_37","-","TIGR01079","TIGR01079",3.8e-28,93.6,13.9,3.8e-28,93.6,13.9,2.2,1,1,1,2,2,1,1,"DCJD"
"2101","DCJJ01000161.1_38","-","TIGR01079","TIGR01079",5.5e-36,119.8,8.8,6.1e-36,119.7,8.8,1,1,0,0,1,1,1,1,"DCJJ"
"2115","DCJK01000014.1_21","-","TIGR01079","TIGR01079",8.8e-36,119.4,11.6,9.7e-36,119.3,11.6,1,1,0,0,1,1,1,1,"DCJK"
"2129","DCJL01000017.1_43","-","TIGR01079","TIGR01079",2.1e-35,118.1,12.3,2.2e-35,118,12.3,1,1,0,0,1,1,1,1,"DCJL"
"2143","DCJQ01000035.1_72","-","TIGR01079","TIGR01079",1.2e-37,125.2,9.7,1.3e-37,125.1,9.7,1,1,0,0,1,1,1,1,"DCJQ"
"2157","DCJV01000099.1_21","-","TIGR01079","TIGR01079",4.8e-34,113.8,6.1,5.5e-34,113.6,6.1,1,1,0,0,1,1,1,1,"DCJV"
"2171","DCKB01000051.1_23","-","TIGR01079","TIGR01079",1.2e-32,109.6,12.1,1.4e-32,109.3,12.1,1.1,1,0,0,1,1,1,1,"DCKB"
"2185","DCKD01000040.1_27","-","TIGR01079","TIGR01079",8.3e-36,120,10.4,9.2e-36,119.8,10.4,1,1,0,0,1,1,1,1,"DCKD"
"2199","DCLI01000015.1_24","-","TIGR01079","TIGR01079",4.5e-38,127.9,9.9,5e-38,127.8,9.9,1,1,0,0,1,1,1,1,"DCLI"
"2213","DCLJ01000103.1_43","-","TIGR01079","TIGR01079",6.6e-40,133.9,6.7,7.3e-40,133.8,6.7,1,1,0,0,1,1,1,1,"DCLJ"
"2227","DCMK01000017.1_26","-","TIGR01079","TIGR01079",1.5e-33,111.6,4.6,1.6e-33,111.5,4.6,1,1,0,0,1,1,1,1,"DCMK"
"2244","DCPV01000068.1_34","-","TIGR01079","TIGR01079",4.5e-36,120.9,12.3,4.9e-36,120.8,12.3,1,1,0,0,1,1,1,1,"DCPV"
"2265","DCTF01000115.1_6","-","TIGR01079","TIGR01079",8.1e-33,109.6,7.3,9.6e-33,109.4,7.3,1,1,0,0,1,1,1,1,"DCTF"
"2286","DCTH01000201.1_10","-","TIGR01079","TIGR01079",4.1e-36,120.8,0.9,4.7e-36,120.6,0.9,1,1,0,0,1,1,1,1,"DCTH"
"2346","DCTV01000067.1_21","-","TIGR01079","TIGR01079",4.7e-40,132.7,5.5,5.3e-40,132.6,5.5,1,1,0,0,1,1,1,1,"DCTV"
"2373","DCTZ01000005.1_60","-","TIGR01079","TIGR01079",6e-34,112.9,4.2,7.2e-34,112.7,4.2,1.1,1,0,0,1,1,1,1,"DCTZ"
"2387","DCUA01000226.1_19","-","TIGR01079","TIGR01079",2.8e-35,118,8,3.1e-35,117.8,8,1,1,0,0,1,1,1,1,"DCUA"
"2401","DCUB01000012.1_67","-","TIGR01079","TIGR01079",1.1e-33,112.6,4.8,1.3e-33,112.4,4.8,1,1,0,0,1,1,1,1,"DCUB"
"2415","DCUC01000061.1_21","-","TIGR01079","TIGR01079",2.1e-35,117.3,10.1,2.3e-35,117.2,10.1,1,1,0,0,1,1,1,1,"DCUC"
"2436","DCYG01000034.1_16","-","TIGR01079","TIGR01079",3.7e-34,114.9,8.9,4e-34,114.8,8.9,1,1,0,0,1,1,1,1,"DCYG"
"2462","DCZJ01000201.1_19","-","TIGR01079","TIGR01079",3e-36,120.8,5.1,3.3e-36,120.7,5.1,1,1,0,0,1,1,1,1,"DCZJ"
"2479","DDAM01000005.1_57","-","TIGR01079","TIGR01079",1.3e-36,122.6,10.6,1.5e-36,122.5,10.6,1,1,0,0,1,1,1,1,"DDAM"
"2493","DDBQ01000080.1_13","-","TIGR01079","TIGR01079",3.5e-39,131.1,6,4.3e-39,130.8,6,1.1,1,0,0,1,1,1,1,"DDBQ"
"2532","DDJI01000108.1_68","-","TIGR01079","TIGR01079",3e-34,114.2,4.5,3.4e-34,114,4.5,1,1,0,0,1,1,1,1,"DDJI"
"2546","DDKM01000081.1_13","-","TIGR01079","TIGR01079",1.4e-37,125.4,7.7,1.5e-37,125.3,7.7,1,1,0,0,1,1,1,1,"DDKM"
"2576","DDLY01000110.1_7","-","TIGR01079","TIGR01079",1.4e-33,112.1,0.4,1.6e-33,111.9,0.4,1,1,0,0,1,1,1,1,"DDLY"
"2590","DDMB01000055.1_35","-","TIGR01079","TIGR01079",1.5e-33,112.1,0.4,1.7e-33,111.9,0.4,1,1,0,0,1,1,1,1,"DDMB"
"2605","DDNC01000025.1_30","-","TIGR01079","TIGR01079",2.5e-33,112.1,8.2,2.7e-33,112,8.2,1,1,0,0,1,1,1,1,"DDNC"
"2621","DDOV01000031.1_13","-","TIGR01079","TIGR01079",5.4e-36,121.2,10.7,6e-36,121.1,10.7,1,1,0,0,1,1,1,1,"DDOV"
"2650","DDQW01000031.1_21","-","TIGR01079","TIGR01079",9.4e-28,94.5,12.4,1.1e-27,94.3,12.4,1,1,0,0,1,1,1,1,"DDQW"
"2667","DDWA01000026.1_48","-","TIGR01079","TIGR01079",1.3e-32,108.7,11.6,1.6e-32,108.4,11.6,1.1,1,0,0,1,1,1,1,"DDWA"
"2681","DDWC01000076.1_7","-","TIGR01079","TIGR01079",1.7e-35,118.8,4.4,1.9e-35,118.6,4.4,1,1,0,0,1,1,1,1,"DDWC"
"2712","DDXD01000206.1_3","-","TIGR01079","TIGR01079",2e-40,134.3,2.5,2.2e-40,134.1,2.5,1,1,0,0,1,1,1,1,"DDXD"
"2726","DDXI01000093.1_31","-","TIGR01079","TIGR01079",1.8e-35,118.6,6.8,2e-35,118.4,6.8,1,1,0,0,1,1,1,1,"DDXI"
"2740","DDXL01000046.1_50","-","TIGR01079","TIGR01079",1.1e-37,125.3,8,1.2e-37,125.2,8,1,1,0,0,1,1,1,1,"DDXL"
"2754","DDYG01000081.1_55","-","TIGR01079","TIGR01079",1.4e-36,122.6,10.1,1.5e-36,122.4,10.1,1,1,0,0,1,1,1,1,"DDYG"
"2769","DDYT01000030.1_42","-","TIGR01079","TIGR01079",4.8e-36,120.3,9.6,5.2e-36,120.1,9.6,1,1,0,0,1,1,1,1,"DDYT"
"2794","DEBX01000062.1_48","-","TIGR01079","TIGR01079",8.7e-38,126.3,8.8,9.7e-38,126.1,8.8,1,1,0,0,1,1,1,1,"DEBX"
"2808","DEBY01000001.1_28","-","TIGR01079","TIGR01079",1.3e-33,112.3,4.9,1.4e-33,112.2,4.9,1,1,0,0,1,1,1,1,"DEBY"
"2822","DEBZ01000014.1_15","-","TIGR01079","TIGR01079",2.4e-31,105.8,6,2.6e-31,105.7,6,1,1,0,0,1,1,1,1,"DEBZ"
"2883","DECK01000160.1_14","-","TIGR01079","TIGR01079",3.3e-30,101.6,7.9,4.1e-30,101.3,7.9,1,1,0,0,1,1,1,1,"DECK"
"2897","DECU01000017.1_17","-","TIGR01079","TIGR01079",8.4e-34,112.5,7.8,9.1e-34,112.4,7.8,1,1,0,0,1,1,1,1,"DECU"
"2911","DECV01000042.1_67","-","TIGR01079","TIGR01079",4.1e-34,113.8,4.7,4.6e-34,113.7,4.7,1,1,0,0,1,1,1,1,"DECV"
"2925","DECX01000004.1_38","-","TIGR01079","TIGR01079",1.7e-34,114.2,14.4,1.9e-34,114.1,14.4,1,1,0,0,1,1,1,1,"DECX"
"2939","DEDB01000037.1_32","-","TIGR01079","TIGR01079",3.9e-23,78.5,8.2,3.9e-23,78.5,8.2,1.7,1,1,1,2,2,1,1,"DEDB"
"2968","DEDH01000043.1_38","-","TIGR01079","TIGR01079",4.5e-36,120.2,8.9,5e-36,120,8.9,1,1,0,0,1,1,1,1,"DEDH"
"3015","DEDK01000135.1_7","-","TIGR01079","TIGR01079",6.6e-32,107.3,7.5,7.3e-32,107.2,7.5,1,1,0,0,1,1,1,1,"DEDK"
"3030","DEDL01000031.1_24","-","TIGR01079","TIGR01079",6.4e-35,116.5,12.2,7.1e-35,116.4,12.2,1,1,0,0,1,1,1,1,"DEDL"
"3045","DEDM01000022.1_38","-","TIGR01079","TIGR01079",3.5e-29,98.6,9.8,4.1e-29,98.4,9.8,1,1,0,0,1,1,1,1,"DEDM"
"3085","DEDT01000016.1_39","-","TIGR01079","TIGR01079",1.7e-36,121.9,8.7,1.9e-36,121.7,8.7,1,1,0,0,1,1,1,1,"DEDT"
"3099","DEDU01000078.1_46","-","TIGR01079","TIGR01079",6.5e-37,122.8,10.7,7.3e-37,122.6,10.7,1,1,0,0,1,1,1,1,"DEDU"
"3126","DEDX01000048.1_67","-","TIGR01079","TIGR01079",4.3e-34,113.8,4.7,4.8e-34,113.7,4.7,1,1,0,0,1,1,1,1,"DEDX"
"3140","DEDZ01000040.1_36","-","TIGR01079","TIGR01079",1.2e-35,118.8,12.6,1.3e-35,118.7,12.6,1,1,0,0,1,1,1,1,"DEDZ"
"3154","DEEC01000030.1_18","-","TIGR01079","TIGR01079",6.5e-33,109.7,9.3,7.3e-33,109.5,9.3,1,1,0,0,1,1,1,1,"DEEC"
"3168","DEED01000066.1_49","-","TIGR01079","TIGR01079",2.9e-32,108.2,7.1,3.2e-32,108,7.1,1,1,0,0,1,1,1,1,"DEED"
"3183","DEEE01000042.1_34","-","TIGR01079","TIGR01079",2.3e-34,115,6.3,2.6e-34,114.9,6.3,1,1,0,0,1,1,1,1,"DEEE"
"3211","DEEI01000032.1_85","-","TIGR01079","TIGR01079",6.5e-36,120.1,9.4,7.1e-36,120,9.4,1,1,0,0,1,1,1,1,"DEEI"
"3225","DEEJ01000054.1_137","-","TIGR01079","TIGR01079",6.5e-35,116.8,10.3,7.4e-35,116.6,10.3,1,1,0,0,1,1,1,1,"DEEJ"
"3239","DEEK01000088.1_18","-","TIGR01079","TIGR01079",7.7e-37,122.6,10.5,8.4e-37,122.5,10.5,1,1,0,0,1,1,1,1,"DEEK"
"3253","DEEP01000020.1_18","-","TIGR01079","TIGR01079",8e-34,112.5,7.8,8.7e-34,112.4,7.8,1,1,0,0,1,1,1,1,"DEEP"
"3301","DEFA01000034.1_26","-","TIGR01079","TIGR01079",4e-29,98.6,9.8,4.7e-29,98.4,9.8,1,1,0,0,1,1,1,1,"DEFA"
"3329","DEFE01000044.1_55","-","TIGR01079","TIGR01079",2.4e-36,121.3,10.2,2.7e-36,121.2,10.2,1,1,0,0,1,1,1,1,"DEFE"
"3361","DEFK01000015.1_175","-","TIGR01079","TIGR01079",6.2e-36,119.8,5.5,6.9e-36,119.7,5.5,1,1,0,0,1,1,1,1,"DEFK"
"3375","DEFL01000035.1_43","-","TIGR01079","TIGR01079",2.5e-31,105.8,6,2.8e-31,105.7,6,1,1,0,0,1,1,1,1,"DEFL"
"3389","DEFN01000072.1_66","-","TIGR01079","TIGR01079",1.1e-35,118.7,8,1.3e-35,118.6,8,1,1,0,0,1,1,1,1,"DEFN"
"3415","DEFR01000023.1_59","-","TIGR01079","TIGR01079",7.5e-34,112.5,7.8,8.1e-34,112.4,7.8,1,1,0,0,1,1,1,1,"DEFR"
"3429","DEFV01000011.1_14","-","TIGR01079","TIGR01079",9.3e-33,109.6,6.4,1.1e-32,109.4,6.4,1,1,0,0,1,1,1,1,"DEFV"
"3473","DEGF01000102.1_26","-","TIGR01079","TIGR01079",2.1e-33,111.8,5.8,2.3e-33,111.7,5.8,1,1,0,0,1,1,1,1,"DEGF"
